ID,Behaviour_ID,Behaviour_Result,Behaviour_Start_Time
X0000178M,1780012,wSkSxfeiIp,1/1/2012 1:51
X0000178M,1780013,umXMQfwUZp,1/1/2012 4:12
X0000178M,1780014,gHxwFdqWSV,1/1/2012 12:12
X0000178M,1780021,eiS JPIqXJ,1/1/2012 0:00
X0000178M,1780022,hXWekpKrcf,2/1/2012 1:51
X0000178M,1780023,sMHEMyghiy,3/1/2012 5:16
X0000178M,1780024,kpIdhUQhXK,14/1/2012 18:16
L0000179S,1790011,nKHBvbbVeP,1/1/2012 0:00
L0000179S,1790012,NqcnrPJsmk,6/1/2012 23:46
L0000179S,1790013,dvtzNdxGMZ,7/1/2012 7:38
L0000179S,1790021,lphUjHFwaB,1/1/2012 0:00
L0000179S,1790022,fMfeuqeMBm,1/1/2012 0:21
L0000179S,1790031,DYjmgqBdiL,1/1/2012 0:00
L0000179S,1790032,nKscoGzAZr,6/1/2012 0:18
G0000180M,1800011,TDZMDmJvWc,1/1/2012 0:00
G0000180M,1800012,qooxHpwiHf,7/1/2012 22:41
G0000180M,1800021,CFpxcNxeXc,1/1/2012 0:00
G0000180M,1800022,SdlqIqqdd ,2/1/2012 19:11
G0000180M,1800023,fqsbQ OKkH,2/1/2012 22:20
G0000180M,1800024,qIYxrVfHPW,4/1/2012 17:56
G0000180M,1800025,CrttvuoRLc,5/1/2012 16:53
G0000180M,1800026,dmknVlEuqa,10/1/2012 4:11
O0000181K,1810011, VvbLRzbsF,1/1/2012 0:00
O0000181K,1810012,ondCmmlztt,9/1/2012 15:31
O0000181K,1810013,dISbxxKrrx,10/1/2012 8:49
O0000181K,1810014,kOGMAPDmOp,14/1/2012 12:32
K0000182T,1820011,CevtYVdbUb,1/1/2012 0:00
K0000182T,1820012,xsNtrqLhow,1/1/2012 7:28
K0000182T,1820013,cRxjmtoMbw,2/1/2012 11:32
K0000182T,1820014,phswMzOWYm,3/1/2012 12:38
I0000183Z,1830011,SjefXaqkka,1/1/2012 0:00
I0000183Z,1830012,gRCbxWGsAM,1/1/2012 10:51
I0000183Z,1830013,HOwmXXnMmA,6/1/2012 3:16
I0000183Z,1830014,QYnoWZyOM ,9/1/2012 1:25
I0000183Z,1830015,SYODhRSkrz,9/1/2012 4:46
I0000183Z,1830021,QYOXXcJc H,1/1/2012 0:00
I0000183Z,1830022,iMNNnbQxKg,1/1/2012 7:33
I0000183Z,1830023,RrPXPcHSgI,2/1/2012 20:02
I0000183Z,1830024,aWnsUGNLir,2/1/2012 20:50
C0000184G,1840011,iZEGPJfvep,1/1/2012 0:00
C0000184G,1840012,tWIMfGz ER,3/1/2012 15:28
C0000184G,1840013,ubreDEvpGC,4/1/2012 0:45
C0000184G,1840014,xFqbSAzEiv,4/1/2012 11:03
C0000184G,1840021,qhSSmq HIi,1/1/2012 0:00
C0000184G,1840022,ZRZUYSWDrr,3/1/2012 7:41
C0000184G,1840023,EJhfTkupEY,3/1/2012 8:27
C0000184G,1840031,ygRIFXDtpM,1/1/2012 0:00
C0000184G,1840032,fKLBqoDiW ,1/1/2012 0:25
C0000184G,1840033,AGcRTVQKNE,1/1/2012 0:26
C0000184G,1840041,fjOXkERsBZ,1/1/2012 0:00
C0000184G,1840042,at rMEjLmz,1/1/2012 4:59
C0000184G,1840043,eaYfvpSN r,1/1/2012 15:41
C0000184G,1840044,aYUQSRcbQY,2/1/2012 13:34
C0000184G,1840045,VjQOuapTWK,2/1/2012 14:49
T0000185Z,1850011,uxzdaUjeZo,1/1/2012 0:00
T0000185Z,1850012,ITwZzCZPcq,1/1/2012 1:47
T0000185Z,1850013,knnoAYOipg,1/1/2012 14:11
T0000185Z,1850021,vfzBWlkHdd,1/1/2012 0:00
T0000185Z,1850022,OZCCRKlfLU,1/1/2012 20:08
T0000185Z,1850023,GHTYpZ RVO,3/1/2012 1:05
T0000185Z,1850024,BxsgnKGtSJ,6/1/2012 4:20
V0000186D,1860011,WoWvjoeYOJ,1/1/2012 0:00
V0000186D,1860012,wGUuPgTVlw,3/1/2012 8:11
V0000186D,1860013,NdPQPUrdTn,3/1/2012 16:31
V0000186D,1860021,bXnzmpBzcy,1/1/2012 0:00
V0000186D,1860022,hSBoChTJQZ,3/1/2012 22:18
V0000186D,1860023,YpCMzVJIZS,4/1/2012 7:49
V0000186D,1860024,GXUfYnLxJu,8/1/2012 6:58
V0000186D,1860031,zdqnZeWlZZ,1/1/2012 0:00
V0000186D,1860032,LbvDaZgKId,2/1/2012 9:15
V0000186D,1860033,mfKkRIXezg,5/1/2012 15:32
V0000186D,1860041,jlnj AWNjU,1/1/2012 0:00
V0000186D,1860042,MlmAfGBlNE,1/1/2012 0:00
V0000186D,1860043,IyOgxxlQUt,4/1/2012 23:27
V0000186D,1860044,nDDd bBylX,5/1/2012 3:55
V0000186D,1860045,nYcQhKjKKv,5/1/2012 7:27
V0000186D,1860046,ZMsLwYOoTm,8/1/2012 14:17
V0000186D,1860047,CxeopsaDKM,13/1/2012 3:41
T0000187Y,1870011,ftcTxiKMaV,1/1/2012 0:00
T0000187Y,1870012,WOIvONKDNg,4/1/2012 0:43
T0000187Y,1870013,MEbdjuJwSA,4/1/2012 7:20
T0000187Y,1870014,ttQXRkMUki,7/1/2012 19:49
G0000188U,1880011,ImxqIEHoUl,1/1/2012 0:00
G0000188U,1880012,INgwRZfIIJ,1/1/2012 16:48
G0000188U,1880013,jzaghTMjtE,1/1/2012 19:26
G0000188U,1880014,gvpdgvZsGs,2/1/2012 2:04
G0000188U,1880015,yemexkQhYH,2/1/2012 14:11
D0000189N,1890011,oCNDmkFHSp,1/1/2012 0:00
D0000189N,1890012,GWYmmExCCa,1/1/2012 19:39
D0000189N,1890013,H PSgxTiEI,1/1/2012 23:23
D0000189N,1890014, aTaUxqxec,2/1/2012 11:31
D0000189N,1890015,QxGzjHAtvX,4/1/2012 6:01
D0000189N,1890016,lgzWAKygdX,4/1/2012 8:09
D0000189N,1890017,PUQPlFmUep,4/1/2012 17:42
D0000189N,1890021,dFRzSrajQO,1/1/2012 0:00
D0000189N,1890022,ZeEsOcZMZG,1/1/2012 17:33
D0000189N,1890031,oJfDxjhbSp,1/1/2012 0:00
D0000189N,1890032,GaDLrSkiYm,3/1/2012 15:07
D0000189N,1890033,o JZNFcevS,3/1/2012 21:40
D0000189N,1890034,OwHCxQoLHB,4/1/2012 3:20
D0000189N,1890035,kScvXFRqYa,4/1/2012 6:44
D0000189N,1890036,KVyJpIginp,4/1/2012 11:02
D0000189N,1890037,CNFwRfjZye,4/1/2012 15:39
L0000190F,1900011,tmBIjRDWSH,1/1/2012 0:00
L0000190F,1900012,jW igsOjds,5/1/2012 7:47
L0000190F,1900013,bnXWZhTatg,6/1/2012 4:37
L0000190F,1900014,FlLmkx tWc,6/1/2012 18:33
L0000190F,1900021,I eNEQaNAG,1/1/2012 0:00
L0000190F,1900022,QeulgtZZfh,11/1/2012 9:18
L0000190F,1900031,l ydfKJQOb,1/1/2012 0:00
L0000190F,1900032,ASFBIykQhY,1/1/2012 10:20
L0000190F,1900033,KwgAiZBNnu,2/1/2012 8:09
L0000190F,1900034,CuhUFnRcSm,2/1/2012 11:28
L0000190F,1900041,sdBJeCfwTq,1/1/2012 0:00
L0000190F,1900042,LqfUdUIgSm,6/1/2012 22:01
L0000190F,1900043,dZQFgjZeas,8/1/2012 3:11
L0000190F,1900044,VLjhztmJBh,9/1/2012 10:05
L0000190F,1900045,thiZCrebYy,13/1/2012 10:50
L0000190F,1900046,lcwrUkvHhX,24/1/2012 16:45
U0000191F,1910011,FkAbnovVil,1/1/2012 0:00
U0000191F,1910012,OElPUkkmc ,4/1/2012 11:45
U0000191F,1910013,CUAARIhilT,6/1/2012 20:52
U0000192H,1920011,ZgnXoGvKeb,1/1/2012 0:00
U0000192H,1920012,bPDqdhwduC,1/1/2012 0:02
U0000192H,1920013,ehq olnutg,1/1/2012 0:18
U0000192H,1920014,fyuYTvhxsF,1/1/2012 3:27
B0000193S,1930011,bgSxDlalXP,1/1/2012 0:00
B0000193S,1930012,rRchlAMBCx,1/1/2012 4:11
B0000193S,1930013,sMcN xYoVY,1/1/2012 18:10
B0000193S,1930014,gOSknjkHKZ,2/1/2012 4:05
B0000193S,1930015,ismxEOAFmM,3/1/2012 5:54
B0000193S,1930021,SGqsoESYNw,1/1/2012 0:00
B0000193S,1930022,X BVTkmDtv,4/1/2012 6:08
X0000194I,1940011,IxnrYhrHyp,1/1/2012 0:00
X0000194I,1940012,FCXcSggI h,3/1/2012 5:34
X0000194I,1940013,CxOWQBHDlL,4/1/2012 10:34
X0000194I,1940014,CRGFviwqAy,6/1/2012 8:15
X0000194I,1940015,kQbJbXqipd,16/1/2012 22:12
X0000194I,1940021,MKgHuwK yf,1/1/2012 0:00
X0000194I,1940022,KKDCPANxUq,1/1/2012 2:40
X0000194I,1940023,otsl xToqX,1/1/2012 4:33
X0000194I,1940024,fVUhsuKHIG,1/1/2012 7:26
X0000194I,1940031,XwbdzqKKot,1/1/2012 0:00
X0000194I,1940032,BKZcIAMXwC,1/1/2012 9:49
X0000194I,1940033,BCVopcjZhL,3/1/2012 23:42
X0000194I,1940034,mqDJpdoquN,8/1/2012 2:15
X0000194I,1940041,JDjaHLNzmV,1/1/2012 0:00
X0000194I,1940042,vyRgYII mi,2/1/2012 21:48
X0000194I,1940043,iyyob rCXB,6/1/2012 23:06
N0000195Q,1950011,ujVVXNKiwk,1/1/2012 0:00
N0000195Q,1950012,vygIkeQrvy,1/1/2012 0:20
N0000195Q,1950013,ZumxhnvQKi,1/1/2012 1:13
N0000195Q,1950014,jMwuwjcyVx,1/1/2012 4:00
N0000195Q,1950015,vCiHXcabEb,1/1/2012 4:21
N0000195Q,1950016,QjxDUpzKqE,1/1/2012 10:28
N0000195Q,1950017,GEBGwJVhth,1/1/2012 15:40
N0000195Q,1950018,m FUCEyCuV,1/1/2012 15:45
N0000195Q,1950019,mfgoHhYPMC,2/1/2012 2:03
A0000196G,1960011,QyowdTGpOS,1/1/2012 0:00
A0000196G,1960012, YM Rtcoa ,3/1/2012 15:06
A0000196G,1960013,tUnrUrefsO,5/1/2012 4:49
A0000196G,1960014,yYIDVkVyuR,6/1/2012 19:25
A0000196G,1960015,oWwAyGby d,8/1/2012 2:54
A0000196G,1960021,gySePZyIEt,1/1/2012 0:00
A0000196G,1960022,JJfCBvxivK,1/1/2012 8:58
A0000196G,1960023,EkbCsTZtsi,14/1/2012 13:58
A0000197E,1970011,HEYyZfUTBK,1/1/2012 0:00
A0000197E,1970012,uuPEruTkDt,1/1/2012 5:28
A0000197E,1970013,KMUixSczyd,1/1/2012 7:55
A0000197E,1970014,RrAaFUxgqi,1/1/2012 9:42
A0000197E,1970021,lNrmYbkzIV,1/1/2012 0:00
A0000197E,1970022,yuUokpXSOs,3/1/2012 18:41
A0000197E,1970023,dXmCyGmXWh,4/1/2012 12:36
A0000197E,1970031,ygZUPuSkCe,1/1/2012 0:00
A0000197E,1970032,XwbPxVoRaE,1/1/2012 3:44
A0000197E,1970033,miYvUYhmOp,1/1/2012 7:27
A0000197E,1970041,SgDEsJfLBe,1/1/2012 0:00
A0000197E,1970042,ZTsTvqkXBu,11/1/2012 11:12
A0000197E,1970043,PYvextNohK,11/1/2012 13:22
A0000197E,1970044,waeVnUeXLe,12/1/2012 19:00
A0000197E,1970045,dEvAlCZYEd,13/1/2012 21:25
A0000197E,1970046,dayp fQWhu,14/1/2012 3:15
A0000197E,1970051,TdcHiTbdeO,1/1/2012 0:00
A0000197E,1970052,LIT LVbetU,3/1/2012 8:33
A0000197E,1970053,NQbuNheXro,4/1/2012 3:07
A0000197E,1970054,YTDDPwTBml,4/1/2012 10:32
F0000198N,1980011,hLrOKQwCdy,1/1/2012 0:00
F0000198N,1980012,DhaeNoTK I,4/1/2012 20:10
F0000198N,1980021,rdSNgDE SO,1/1/2012 0:00
F0000198N,1980022,nIshEpxTnj,7/1/2012 17:05
F0000198N,1980023,vPKSmtYirn,9/1/2012 21:37
F0000198N,1980024,gaxbLpHcLU,13/1/2012 13:21
F0000198N,1980025,CodPnGPvXv,14/1/2012 7:49
F0000198N,1980031,oscKVXIgYS,1/1/2012 0:00
F0000198N,1980032,xQUldQzzai,2/1/2012 4:52
F0000198N,1980033,lhDeCCgTxV,3/1/2012 1:38
F0000198N,1980034,qDlueIWxxx,3/1/2012 10:59
F0000198N,1980035,MgIWixHQVa,3/1/2012 14:55
F0000198N,1980036,KFZHVfookA,5/1/2012 3:50
F0000198N,1980041,wyrCxedHlM,1/1/2012 0:00
F0000198N,1980042,HgfhzKxLNl,1/1/2012 3:32
F0000198N,1980043,aRHhFUuIVy,1/1/2012 7:20
F0000198N,1980044,BGAJU XRwj,1/1/2012 12:41
F0000198N,1980045,lWbSBMHQVv,1/1/2012 12:49
U0000199C,1990011,BpYdRcRGmV,1/1/2012 0:00
U0000199C,1990012,nnqdqxxeDO,1/1/2012 7:33
U0000199C,1990013,WVaAaXykCh,1/1/2012 8:40
U0000199C,1990014,HWdpljqbmQ,1/1/2012 9:28
U0000199C,1990021,kwWMZvIeYb,1/1/2012 0:00
U0000199C,1990022,kaqXhBgYeV,1/1/2012 1:08
U0000199C,1990023,jWcUxupool,1/1/2012 4:28
U0000199C,1990024,ZsUbwvqplx,1/1/2012 6:14
U0000199C,1990025,phDEIkMGbm,1/1/2012 9:03
M0000200G,2000011,VHnFjuUVyj,1/1/2012 0:00
M0000200G,2000012,eZJfIJRQRj,9/1/2012 15:13
M0000200G,2000013,rfQpnoiCcB,13/1/2012 20:44
M0000200G,2000014,LVAaDbFfEo,15/1/2012 14:54
M0000200G,2000021,uJNrjbuzYq,1/1/2012 0:00
M0000200G,2000022,LsaViDXMXl,1/1/2012 18:03
M0000200G,2000023,XTpFhoEBlx,2/1/2012 2:46
M0000200G,2000024,GLeDZPLQYA,2/1/2012 19:04
M0000200G,2000025,sBHmNImOWo,3/1/2012 2:08
M0000200G,2000026, t dcnIvoq,3/1/2012 3:59
P0000201Q,2010011,LrdqgyiXOP,1/1/2012 0:00
P0000201Q,2010012,xLExAmaycY,4/1/2012 14:39
P0000201Q,2010013,DmbSrsJh v,12/1/2012 3:55
P0000201Q,2010014,gxJqKmxHQn,18/1/2012 9:58
P0000201Q,2010015,qXnhcRNoQi,19/1/2012 7:35
P0000201Q,2010021,dFmfmzXned,1/1/2012 0:00
P0000201Q,2010022,vmzjIgicEu,1/1/2012 8:54
P0000201Q,2010023,gYxisyhhHO,1/1/2012 10:15
R0000202S,2020011,WpxvsqyiiC,1/1/2012 0:00
R0000202S,2020012,eEJnS KNne,5/1/2012 5:08
R0000202S,2020021,MLmbHQapfS,1/1/2012 0:00
R0000202S,2020022,ZvALfsrMKU,1/1/2012 6:46
R0000202S,2020023,YnNQxZYQYo,1/1/2012 14:14
R0000202S,2020031,UhBSilUhho,1/1/2012 0:00
R0000202S,2020032,jDZsEqnGaj,4/1/2012 5:48
R0000202S,2020033,SxFrjcoOGV,4/1/2012 12:54
R0000202S,2020041,rddvzmxXIt,1/1/2012 0:00
R0000202S,2020042,AdoyxQgdaI,15/1/2012 1:58
R0000202S,2020051,HzBLx esqx,1/1/2012 0:00
R0000202S,2020052,iegtnIUIQk,2/1/2012 9:20
R0000202S,2020053,PKwcPtRahP,2/1/2012 12:12
R0000202S,2020054,PMm WPHule,2/1/2012 15:11
R0000202S,2020055,LAQDvdfLFK,2/1/2012 17:26
L0000203T,2030011,hHhRxCtxbS,1/1/2012 0:00
L0000203T,2030012,WmhEztRdfc,1/1/2012 0:43
L0000203T,2030013, XKoLRXyEQ,2/1/2012 16:39
L0000203T,2030014,CGXijHKOGb,3/1/2012 6:44
L0000203T,2030015,eEuzetYYgc,4/1/2012 8:09
L0000203T,2030021,AgggKpsqBv,1/1/2012 0:00
L0000203T,2030022,KPDncxNGRl,5/1/2012 4:12
L0000203T,2030023,eSNJuOpPFG,5/1/2012 5:51
L0000203T,2030024,RNGYAsuGRZ,5/1/2012 11:16
L0000203T,2030025,ZcoulevjvC,10/1/2012 21:19
K0000204J,2040011,ihIOltcPub,1/1/2012 0:00
K0000204J,2040012,hxnEoNMVBW,3/1/2012 7:59
K0000204J,2040021,eRCmnuYJhg,1/1/2012 0:00
K0000204J,2040022,aTPUrMECVg,6/1/2012 5:38
K0000204J,2040023,HFvEJLOyQW,20/1/2012 6:19
H0000205K,2050011,hnEDrclNmd,1/1/2012 0:00
H0000205K,2050012,IEJasnCsWu,5/1/2012 16:50
H0000205K,2050013,NNyKNKjSNF,5/1/2012 19:41
H0000205K,2050014,NAQf LHbAD,12/1/2012 7:58
H0000205K,2050015,lSipeFQBid,17/1/2012 4:31
H0000205K,2050016,HerKKZTRhL,18/1/2012 11:34
H0000205K,2050021,sBGMHbzMVC,1/1/2012 0:00
H0000205K,2050022,GGvmQTdUtZ,1/1/2012 1:12
H0000205K,2050023,nvtvmAwpbs,1/1/2012 1:25
H0000205K,2050024,MITqhzyzSl,1/1/2012 3:10
H0000205K,2050031,fIZsmoqqvE,1/1/2012 0:00
H0000205K,2050032,WTrRmflwes,1/1/2012 0:04
H0000205K,2050033,zeNcoMZJgB,1/1/2012 1:06
B0000206T,2060011,bSNmuNuHFx,1/1/2012 0:00
B0000206T,2060012,OSvwr wRUJ,1/1/2012 12:32
B0000206T,2060013,NOoquEgdqb,3/1/2012 22:53
B0000206T,2060014,jvFcyEqLIn,4/1/2012 6:44
B0000206T,2060015,t QIiTZAaW,7/1/2012 4:18
B0000206T,2060021,ZTCcjsoBou,1/1/2012 0:00
B0000206T,2060022,lBFzNTVlud,1/1/2012 0:03
B0000206T,2060023,LGsnsezuER,3/1/2012 9:45
B0000206T,2060024,JfkMkgzGkV,3/1/2012 18:30
B0000206T,2060031,tvf ioPlVB,1/1/2012 0:00
B0000206T,2060032,gmPGsaxHwS,3/1/2012 2:25
B0000206T,2060033,xQENjBisjN,6/1/2012 10:40
B0000206T,2060034,dICCBzmgwK,7/1/2012 19:47
B0000206T,2060041,roGkwmfcTk,1/1/2012 0:00
B0000206T,2060042,ZkiESFEpXN,3/1/2012 12:32
B0000206T,2060043,NWvAuPvfdh,3/1/2012 23:18
B0000206T,2060044,CrpudbYKiy,4/1/2012 4:18
B0000206T,2060045,TpiLjCoGYF,4/1/2012 19:40
B0000206T,2060046,BxsSAkibYt,6/1/2012 17:34
B0000206T,2060051,XWMRFPQLPv,1/1/2012 0:00
B0000206T,2060052, tjxdroYRG,1/1/2012 3:03
B0000206T,2060061,aCsQLfLSpz,1/1/2012 0:00
B0000206T,2060062,DwcflnmEny,1/1/2012 2:11
B0000206T,2060063,lAXesKquGP,1/1/2012 6:00
B0000206T,2060064,OijacWKYlO,1/1/2012 9:01
C0000207I,2070011,tqmxSTvXaW,1/1/2012 0:00
C0000207I,2070012,hRpHjYqgsQ,1/1/2012 13:28
C0000207I,2070013,tuqEOrxCLy,2/1/2012 5:03
C0000207I,2070014,wATMVOKRKd,2/1/2012 10:57
E0000208Q,2080011,UYbzApImNS,1/1/2012 0:00
E0000208Q,2080012,OFTwdkOfar,1/1/2012 1:29
E0000208Q,2080013,YCvZmozRrI,1/1/2012 2:36
E0000208Q,2080014,cyQHLsZIqN,1/1/2012 4:13
E0000208Q,2080015,HoweSFsoLb,1/1/2012 6:09
E0000208Q,2080016,G jMPS XQL,1/1/2012 6:11
E0000208Q,2080021,nEjsXZMZRU,1/1/2012 0:00
E0000208Q,2080022,BlebaCPDEQ,1/1/2012 9:47
E0000208Q,2080023,iSmXnAalhA,1/1/2012 16:59
E0000208Q,2080024,lpLbgXIAsR,2/1/2012 22:59
E0000208Q,2080031,Fj OARMwFd,1/1/2012 0:00
E0000208Q,2080032,YNkMMUcfiz,1/1/2012 1:51
E0000208Q,2080033,wJGxAKhMDj,1/1/2012 9:04
E0000208Q,2080034,QvqYskbVHO,2/1/2012 20:25
E0000208Q,2080035,ASeSeYeQkB,4/1/2012 22:13
E0000208Q,2080036,rHOaoZcTRv,5/1/2012 22:41
E0000208Q,2080037,AaDeqaMGOd,6/1/2012 19:17
Q0000209H,2090011,lPsmtEORtM,1/1/2012 0:00
Q0000209H,2090012,bgHJdktyYd,10/1/2012 18:56
Q0000209H,2090013,fccAKYFIzQ,12/1/2012 22:07
Q0000209H,2090021,uUbbtqdKIH,1/1/2012 0:00
Q0000209H,2090022,uazcGixSxB,1/1/2012 3:33
Q0000209H,2090023,yR VsqfPBT,1/1/2012 20:40
Q0000209H,2090024,psSvULdXgG,2/1/2012 9:10
Q0000209H,2090031,QKyMvU LrZ,1/1/2012 0:00
Q0000209H,2090032,VzoXxlofGf,2/1/2012 5:55
Q0000209H,2090033,xeGpvzadXY,2/1/2012 21:01
Q0000209H,2090034,jlPAeQcNkx,3/1/2012 6:10
Q0000209H,2090035,hDMeNDuIto,3/1/2012 12:30
D0000210H,2100011,USFNlGuafa,1/1/2012 0:00
D0000210H,2100012,dXRrLuozII,2/1/2012 14:17
D0000210H,2100013,iELFZUABn ,3/1/2012 12:10
D0000210H,2100014,NroQHs XY ,7/1/2012 10:59
D0000210H,2100021,mVnKIOyrHc,1/1/2012 0:00
D0000210H,2100022,LNlckwlMsy,1/1/2012 18:32
D0000210H,2100023,ZVSybZFeIN,8/1/2012 16:56
D0000210H,2100024,ViBmtkCBRZ,9/1/2012 19:42
D0000210H,2100025,P mXRacbOB,13/1/2012 10:38
D0000210H,2100026,lXHLUXJEHs,13/1/2012 19:17
J0000211D,2110011,bWcRXnYkBN,1/1/2012 0:00
J0000211D,2110012,TuebQQlbFM,1/1/2012 9:28
J0000211D,2110013,DAXhqrvZMN,2/1/2012 6:13
J0000211D,2110014,NfhNaLqSnB,6/1/2012 20:24
J0000211D,2110021,ryVjTiYdsv,1/1/2012 0:00
J0000211D,2110022,LUeLYcqMsr,2/1/2012 12:38
J0000211D,2110023,l ArlEHgDK,6/1/2012 12:40
J0000211D,2110031,vSZWTMfoPF,1/1/2012 0:00
J0000211D,2110032,pvluMBXZQs,3/1/2012 5:37
J0000211D,2110033,tJHvWilmgJ,6/1/2012 23:43
J0000211D,2110034,HG RT oHZL,16/1/2012 11:19
J0000211D,2110035,GbGHFvmpFE,24/1/2012 3:33
F0000212G,2120011,NusETbNaUs,1/1/2012 0:00
F0000212G,2120012,PdJLWSDUKV,2/1/2012 5:39
F0000212G,2120013,RqwkrPNLpV,6/1/2012 23:06
F0000212G,2120014,LiUZCdyilF,8/1/2012 1:33
F0000212G,2120015,AurFPojuNe,9/1/2012 0:50
F0000212G,2120021,HbjxOjFYWe,1/1/2012 0:00
F0000212G,2120022,V dpKLHZxo,1/1/2012 1:53
F0000212G,2120023,PrOhfZmVml,4/1/2012 12:22
F0000212G,2120024,nhwBcTBFcr,5/1/2012 4:58
F0000212G,2120025,fOrRndprLf,5/1/2012 23:18
F0000212G,2120031,ucKkmUsAix,1/1/2012 0:00
F0000212G,2120032, PNJimYfcA,3/1/2012 1:56
F0000212G,2120033,EjYSVSpLzb,7/1/2012 15:06
F0000212G,2120034,YtjlLPPDxq,9/1/2012 6:17
F0000212G,2120035,YD ICRKoGM,13/1/2012 0:22
G0000213T,2130011, sTrtjiheG,1/1/2012 0:00
G0000213T,2130012,RUlgtHcgoB,6/1/2012 12:23
G0000213T,2130013,wZDvlKgmlb,8/1/2012 10:30
G0000213T,2130014,AbFrBUIy T,17/1/2012 11:38
G0000213T,2130015,oBRJlDAKmI,21/1/2012 15:37
G0000213T,2130016,XHoaZmNxCd,23/1/2012 11:10
G0000213T,2130021,pwqzARIxkn,1/1/2012 0:00
G0000213T,2130022,XQwIQgMtqW,3/1/2012 4:07
G0000213T,2130023,NtKKmn uVo,5/1/2012 13:43
G0000213T,2130024,RmpWyMqoHd,6/1/2012 5:21
G0000213T,2130025,TWXJWctZkh,8/1/2012 10:33
G0000213T,2130026,RkHpnkgwmU,13/1/2012 12:14
G0000213T,2130031,WcGIvpxpbz,1/1/2012 0:00
G0000213T,2130032,i TrCSHJuy,4/1/2012 23:07
G0000213T,2130033,vIKVgqFdUF,5/1/2012 7:21
G0000213T,2130041,EJLdyfSTag,1/1/2012 0:00
G0000213T,2130042,nXaBPrvSga,1/1/2012 15:29
G0000213T,2130043,nFMFDqnLOu,3/1/2012 4:13
G0000213T,2130044,eeRPybOlzF,6/1/2012 7:14
T0000214H,2140011,IzBY x srm,1/1/2012 0:00
T0000214H,2140012,LtUkBsmGOo,13/1/2012 17:37
T0000214H,2140013,JXhukPKngH,28/1/2012 8:09
T0000214H,2140014,gzNIviXDWa,29/1/2012 5:49
T0000214H,2140021,sCJNwzScYt,1/1/2012 0:00
T0000214H,2140022,IjEjfKhhLL,1/1/2012 3:15
T0000214H,2140023,bXUkLnVS Z,1/1/2012 4:44
T0000214H,2140024,amBwqBDywU,1/1/2012 12:27
K0000215Y,2150011,kxlBCiBiHi,1/1/2012 0:00
K0000215Y,2150012,gCxsvmVNDS,4/1/2012 1:28
K0000215Y,2150013,ypwqiyEUfn,13/1/2012 2:16
K0000215Y,2150021,sbicpivGuk,1/1/2012 0:00
K0000215Y,2150022,WgWjsYRkNZ,1/1/2012 0:42
K0000215Y,2150023,ykzUwRZrAC,1/1/2012 6:29
K0000215Y,2150024,QhmBLy EWQ,1/1/2012 7:45
K0000215Y,2150025,KOFkAf LwY,2/1/2012 0:30
K0000215Y,2150026,wuuxITPrTw,2/1/2012 0:59
K0000215Y,2150031,BrVHOgPxOr,1/1/2012 0:00
K0000215Y,2150032,CzVJoXeJpC,8/1/2012 3:10
K0000215Y,2150033,ycrCrqTkDB,10/1/2012 22:31
K0000215Y,2150034,IUCWxdeAfl,11/1/2012 21:35
K0000215Y,2150041,pMSfLUyzBK,1/1/2012 0:00
K0000215Y,2150042,Swlr YtVak,1/1/2012 22:50
K0000215Y,2150043,sGrA vXByg,3/1/2012 15:18
V0000216H,2160011,kxXtypryJL,1/1/2012 0:00
V0000216H,2160012,wWZltnkQEX,3/1/2012 5:53
V0000216H,2160013,MrUNjcWiXR,3/1/2012 8:52
V0000216H,2160014,MlIVimtGFo,4/1/2012 20:07
V0000216H,2160021,mvSJBoelup,1/1/2012 0:00
V0000216H,2160022,yTJgFprmVT,2/1/2012 11:16
V0000216H,2160023,fBPHEPEDHg,3/1/2012 12:48
V0000216H,2160024,rlF cek Js,4/1/2012 12:40
V0000216H,2160025,kkLaOYwXDe,4/1/2012 14:25
Z0000217K,2170011,qZhaczZWUn,1/1/2012 0:00
Z0000217K,2170012,DkeiMjouPf,1/1/2012 2:33
Z0000217K,2170013,wUaTCrGCgE,1/1/2012 20:14
A0000218D,2180011,uZprX qLec,1/1/2012 0:00
A0000218D,2180012,jfySBoQvNq,2/1/2012 19:51
A0000218D,2180013,vFdrdTode ,11/1/2012 17:53
A0000218D,2180014,HUciZSdg G,13/1/2012 9:38
W0000219U,2190011,vEBDlzxqsw,1/1/2012 0:00
W0000219U,2190012,IZPOdqZobM,1/1/2012 1:58
W0000219U,2190013,lsJKGKQyHX,1/1/2012 2:29
W0000219U,2190014,gAyQnqtxJH,1/1/2012 13:33
W0000219U,2190021,dBaSbkMPli,1/1/2012 0:00
W0000219U,2190022,UPaXrcyyLU,3/1/2012 14:42
W0000219U,2190023,hFXWTkZpeO,4/1/2012 8:57
W0000219U,2190024,yDjVFBbIkt,4/1/2012 14:09
Z0000220H,2200011,zAEuhaWDIR,1/1/2012 0:00
Z0000220H,2200012,ozcLrZcPOU,1/1/2012 1:41
Z0000220H,2200013,DjhbuftrPj,1/1/2012 5:19
Z0000220H,2200014,EqOILqaqxa,1/1/2012 5:39
Z0000220H,2200015,RPRvHFvHuk,1/1/2012 5:42
Z0000220H,2200016,AYOpwOovh ,1/1/2012 6:45
